Unnamed: 0.1,Unnamed: 0,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
552,631,Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,50000,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Dos Os,3
553,632,Lenovo,V15 G4 Laptop,36990,69.32352941,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8Gb,Ddr5,512Gb,Ssd,Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
554,633,Asus,Vivobook 15X Oled M3504Ya-Lk741Ws Laptop,76500,66.0,7Th Gen Amd Ryzen 7  7730U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Integrated Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
555,634,Lenovo,Ideapad 3 15Iau7 82Rk00Wxin Laptop,33990,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
556,636,Lenovo,Ideapad 1 15Amn7 82Vg00Erin Laptop,32990,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon 610M,15.6,1920,1080,Windows 11 Os,1
557,637,Asus,Vivobook 16X K3605Vu-Mb541Ws Laptop,103221,69.0,13Th Gen Intel Core I5 13500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,1
558,638,Asus,Vivobook 16X K3605Zu-Mb542Ws Laptop,89990,71.0,12Th Gen Intel Core I5 12450H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,1
559,639,Lenovo,Ideapad Gaming 3 15Ihu6 82K101R9In Laptop,56990,69.0,11Th Gen Intel Core I5 11320H,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
560,640,Asus,Vivobook Go 14 E1404Fa-Nk543Ws Laptop,44980,69.32352941,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",16Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1080,Windows 11 Os,1
561,641,Asus,Vivobook Go 14 E410Ka-Ek013W Laptop,23990,69.32352941,Intel   N4500,"Dual Core, 2 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Integrated Uhd,14.0,1920,1080,Windows Os,1
562,642,Asus,Vivobook Pro 15 Oled M6500Qc-Lk741Ws Laptop,76990,63.0,5Th Gen Amd Ryzen 7 5800Hs,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
563,643,Acer,Chromebook Cb314-3H Nx.K04Si.008 Laptop,26920,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8Gb,Lpddr4X,64Gb,Ssd,Intel Integrated Uhd,14.0,1080,1920,Chrome Os,1
564,644,Ultimus,Lite Nu14U4Inc44Bn-Cs Laptop,14490,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4Gb,Ddr4,256Gb,Ssd,Intel Integrated Uhd Graphics,14.1,1366,768,Windows 11 Os,1
565,645,Dell,Inspiron 3520 In3520Ktmfjs01Ors1 Laptop,38990,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
566,646,Lenovo,Ideapad Gaming 3 15Ach6 82K20289In Laptop,52990,63.0,5Th Gen Amd Ryzen 5 5500H,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
567,647,Hp,Omen 17-Ck2011Tx Gaming Laptop,362999,88.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,1Tb,Ssd,16Gb Nvidia Geforce Rtx 4090,17.3,2560,1440,Windows 11  Os,1
568,648,Acer,Aspire 5 A515-58Gm 15 2023 Gaming Laptop,64990,65.0,13Th Gen Intel Core I5 13420H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
569,649,Acer,Nitro V Anv15-51 Un.Qnasi.002 Gaming Laptop,62990,64.0,13Th Gen Intel Core I5 13420H,"Octa Core (4P + 4E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
570,650,Acer,One 11 Z8-284 Un.013Si.032 Laptop,18990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Integrated Uhd,11.6,1366,768,Windows 11 Os,1
571,651,Hp,Omen 16-U0022Tx Gaming Laptop,169999,78.0,13Th Gen Intel Core I7 13700Hx,"16 Cores (8P + 8E), 24 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.1,2560,1600,Windows 11 Os,1
572,652,Hp,Omen 16-U0021Tx Gaming Laptop,189999,80.0,13Th Gen Intel Core I7 13700Hx,"16 Cores (8P + 8E), 24 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.1,2560,1600,Windows 11 Os,1
573,653,Hp,Omen 16-U0024Tx Gaming Laptop,298999,88.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,2Tb,Ssd,8Gb Nvidia Geforce Rtx 4070,16.1,2560,1600,Windows 11 Os,1
574,654,Hp,Pavilion Plus ‎14-Ey0789Au Laptop,99999,70.0,7Th Gen Amd Ryzen 7 7840H,"Octa Core, 16 Threads",16Gb,Lpddr5X,1Tb,Ssd,Amd Radeon 780M Graphics,14.0,2880,1800,Windows 11 Os,1
575,655,Hp,Omen 17-Ck2008Ax Gaming Laptop,267999,85.0,13Th Gen Intel Core I7 13700Hx,"16 Cores (8P + 8E), 24 Threads",16Gb,Ddr5,1Tb,Ssd,12Gb Nvidia Geforce Rtx 4080,17.3,2560,1440,Windows 11 Os,1
576,656,Lenovo,Ideapad Pro 5 83Aq005Sin Gaming Laptop,108990,63.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",16Gb,Lpddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 3050,16.0,2560,1600,Windows 11  Os,3
577,657,Lenovo,Ideapad Gaming 3 15Ihu6 82K101R3In Laptop,51990,69.0,11Th Gen Intel Core I5 11320H,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 1650,15.6,1920,1080,Windows 11 Os,1
578,658,Asus,Tuf Gaming F17 Fx706Hf-Hx019W Laptop,62608,66.0,11Th Gen Intel Core I5 11400H,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,17.3,1920,1080,Windows 11 Os,1
579,659,Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,57999,67.0,12Th Gen Intel Core I5 1240P,"12 Cores (4P + 8E), 16 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
581,661,Dell,Inspiron 5430 In5430Fr0Kc001Ors1 Laptop,62990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 Os,1
582,662,Lenovo,Ideapad Slim 5 82Xd005Rin Laptop,71990,69.32352941,13Th Gen Intel Core I5 13420H,"Octa Core (4P + 4E), 12 Threads",16Gb,Lpddr5,512Gb,Ssd,Integrated Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 Os,2
583,663,Lenovo,Legion Pro 7 2023 82Wq007Tin Gaming Laptop,297990,85.0,13Th Gen Intel Core I9 13900Hx,"24 Cores (8P + 16E), 32 Threads",32Gb,Ddr5,1Tb,Ssd,12Gb Nvidia Geforce Rtx 4080,16.0,2560,1600,Windows 11 Os,1
584,664,Lenovo,Legion Slim 5 82Ya00Dxin Gaming Laptop,138490,78.0,13Th Gen Intel Core I7 13620H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,2560,1600,Windows 11 Os,1
585,665,Lenovo,Legion 5 Pro 82Jq010Ein Laptop,103395,77.0,5Th Gen Amd Ryzen 7 5800H,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 3060,16.0,2560,1600,Windows 11 Os,1
586,666,Lenovo,Ideapad 5 Pro 82Sn00F0In Gaming Laptop,88990,66.0,6Th Gen Amd Ryzen 7 6800Hs,"Octa Core, 16 Threads",16Gb,Lpddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 3050,16.0,2560,1600,Windows 11  Os,3
587,667,Msi,Creatorpro Z16 Hx B13Vkto-214In Laptop,419990,89.0,13Th Gen Intel Core I9 13950Hx,24 Cores (8P + 16E),64Gb,Ddr5,2Tb,Ssd,8Gb Nvidia Rtx 3000 Ada,16.0,2560,1600,Windows 11 Os,2
588,668,Lenovo,Ideapad Flex 5 14Iru8 82Y0004Tin Laptop,87990,65.0,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr4X,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1200,Windows 11 Os,1
589,669,Lenovo,Ideapad Slim 3 82Rk00Emin Laptop,48990,62.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
590,670,Msi,Bravo 15 B7Ed-011In Gaming Laptop,79990,70.0,7Th Gen Amd Ryzen 7 7735Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,4Gb Amd Radeon Rx6550M,15.6,1920,1080,Windows 11 Os,1
591,671,Lenovo,Ideapad 3 15Iau7 82Rk00Xdin Laptop,33990,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
592,672,Hp,14S-Dr3002Tu Laptop,26990,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1366,768,Windows 11 Os,1
593,673,Acer,C734 Nx.H8Vsi.004 Chromebook Laptop,13990,69.32352941,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",4Gb,Lpddr4X,64Gb,Hard-Disk,Intel Integrated Uhd,11.6,1280,1024,Chrome Os,1
594,674,Acer,Travelmate P2 Tmp214-53 Business Laptop,49990,65.0,11Th Gen Intel Core I7 1165G7,"Quad Core, 8 Threads",16Gb,Ddr4,1Tb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
595,675,Msi,Bravo 15 B7Ed-012In Gaming Laptop,59990,65.0,7Th Gen Amd Ryzen 5 7535Hs,"Hexa Core, 12 Threads",8Gb,Ddr5,512Gb,Ssd,4Gb Amd Radeon Rx6550M,15.6,1920,1080,Windows 11 Os,1
596,676,Asus,Rog Strix G15 G513Rc-Hn251Ws Gaming Laptop,91990,71.0,6Th Gen Amd Ryzen 7  6800H,"Octa Core, 16 Threads",16Gb,Ddr5,1Tb,Ssd,4Gb Nvidia Geforce Rtx Rtx 3050,15.6,1920,1080,Windows 11 Os,1
597,677,Asus,Vivobook 16 2023 X1605Va-Mb957Ws Laptop,95689,73.0,13Th Gen Intel Core I9 13900H,"14 Cores (6P + 8E), 20 Threads",16Gb,Ddr4,1Tb,Ssd,Integrated Intel Iris Xe Graphics,16.0,1920,1200,Windows 11 Os,1
598,678,Acer,Chromebook Cb314-3H Nx.K04Si.007 Laptop,26732,69.32352941,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8Gb,Lpddr4X,128Gb,Ssd,Intel Integrated Uhd,14.0,1280,1024,Chrome Os,1
599,679,Hp,Zbook Firefly 14 G8 4F0W6Pa Laptop,89999,70.0,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,14.0,1920,1080,Windows 11 Os,1
600,680,Asus,Vivobook S14 Flip Tn3402Qa-Lz751Ws Laptop,69990,62.0,5Th Gen Amd Ryzen 7 5800H,"Octa Core, 16 Threads",16Gb,Ddr4,1Tb,Ssd,Amd Radeon Graphics,14.0,1920,1200,Windows 11 Os,1
601,681,Asus,Vivobook S14 Flip Tn3402Qa-Lz551Ws Laptop,65391,69.32352941,5Th Gen Amd Ryzen 5  5600H,"Hexa Core, 12 Threads",16Gb,Ddr4,1Tb,Ssd,Amd Radeon Graphics,14.0,1920,1200,Windows 11 Os,1
602,682,Lenovo,Thinkpad T14 Laptop,90000,69.32352941,4Th Gen Amd Ryzen 7 Pro 4750U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,14.0,1920,1080,Windows 10 Os,1
603,683,Lenovo,Ideapad Slim 3 82Rk00Vwin Laptop,38390,69.32352941,12Th Gen Intel Core I3 1215U,"Hexa Core (2P + 4E), 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
604,684,Lenovo,Ideapad 1 15Amn7 82Vg00J5In Laptop,40990,69.32352941,7Th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon 610M,15.6,1920,1080,Windows 11 Os,1
605,685,Lenovo,Ideapad Gaming 3 82K2028Ain Laptop,50990,62.0,5Th Gen Amd Ryzen 5  5500H,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb  Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
606,686,Dell,Vostro 3520 Laptop,47990,69.32352941,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
607,687,Dell,Inspiron 15 3520 In352092K4N001Ors1 Laptop,59990,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated Graphics,15.6,1920,1080,Windows 11 Os,1
608,688,Dell,Vostro 3530 Laptop,61990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Graphics,15.6,1920,1080,Windows 11 Os,1
610,690,Lenovo,V14 G4 Laptop,31990,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon,14.0,1920,1080,Windows 11 Os,1
611,691,Msi,Creator M16 B13Ve-1271In Laptop,129990,82.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,2
612,692,Lenovo,V15 G3 82Tta02Uih Laptop,49989,63.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
613,693,Dell,Vostro 3525 Laptop,42990,69.32352941,5Th Gen Amd Ryzen 5 5500U,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
614,695,Msi,Creator Pro M16 B13Vj-1272In Gaming Laptop,259990,83.0,13Th Gen Intel Core I7 13700H,"14 Cores (6P + 8E), 20 Threads",32Gb,Ddr5,1Tb,Ssd,8Gb Nvidia Geforce Rtx A2000 Ada,16.0,1920,1200,Windows 11 Os,2
616,697,Lenovo,Ideapad Slim 3I 82X70032In Laptop,44690,69.32352941,13Th Gen Intel Core I3 1305U,"5 Cores (1P + 4E), 6 Threads",8Gb,Lpddr5,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
617,698,Lenovo,Ideapad Flex 5 Gen 8 82Xx0070In Laptop,61990,69.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Lpddr4X,512Gb,Ssd,Amd Radeon Amd,14.0,1920,1200,Windows 11 Os,1
618,699,Hp,Zbook Firefly 16 G9 6V2X7Pa Workstation Pc Laptop,123300,75.0,12Th Gen Intel Core I7 1255U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr5,1Tb,Ssd,Intel Iris Xe Graphics,16.0,1920,1200,Windows 11 Os,1
619,700,Dell,Inspiron 3530 15 Laptop,74499,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,1Tb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
620,701,Lenovo,Ideapad Gaming 3 15Ihu6 82K101Pcin Laptop,47990,65.0,11Th Gen Intel Core I5 11320H,"Quad Core, 8 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Nvidia Geforce Gtx 2050,15.6,1920,1080,Windows 11 Os,1
621,702,Lenovo,Yoga 6 13Abr8 83B2007Uin Laptop,85990,71.0,7Th Gen Amd Ryzen 7 7730U,"Octa Core, 16 Threads",16Gb,Lpddr4X,1Tb,Ssd,Amd Radeon Graphics,13.3,1920,1200,Windows 11 Os,1
622,703,Lenovo,Ideapad Flex 5 82R900D4In Laptop,61990,63.0,5Th Gen Amd Ryzen 7 5700U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon,14.0,1920,1200,Windows 11 Os,1
623,704,Ultimus,Neo Nu14U3Int54Bn Laptop,21990,69.32352941,10Th Gen Intel Core I3 1005G1,"Dual Core, 4 Threads",8Gb,Ddr4,256Gb,Ssd,Intel Integrated Iris,14.1,1920,1080,Windows 11 Os,1
624,705,Hp,Victus 15-Fb0158Ax Gaming Laptop,49990,67.0,5Th Gen Amd Ryzen 5  5600H,"Hexa Core, 12 Threads",8Gb,Ddr4,512Gb,Ssd,4Gb Amd Radeon Rx 6500M,15.6,1920,1080,Windows 11 Os,1
625,706,Lenovo,Legion Slim 5 82Y9009Kin Gaming Laptop,112990,79.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,16.0,1920,1200,Windows 11 Os,1
626,707,Lenovo,Legion Slim 5 16Aph8 82Y90042In Gaming Laptop,127990,83.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,2560,1600,Windows 11 Os,1
627,708,Hp,Pavilion X360 14-Ek1021Tu Laptop,91590,70.0,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 Os,1
629,710,Hp,Victus 15-Fa1062Tx Gaming Laptop,103060,71.0,13Th Gen Intel Core I5 13500H,"12 Cores (4P + 8E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,6Gb Nvidia Geforce Rtx 4050,15.6,1920,1080,Windows 11 Os,1
631,712,Hp,15-Fc0027Au Laptop,39600,69.32352941,7Th Gen Amd Ryzen 3 7320U,"Quad Core, 8 Threads",8Gb,Lpddr5,512Gb,Ssd,Amd Radeon Amd,15.6,1920,1080,Windows 11 Os,1
632,713,Lenovo,Legion Slim 5 16Aph8 82Y9008Min Gaming Laptop,137590,83.0,7Th Gen Amd Ryzen 7 7840Hs,"Octa Core, 16 Threads",16Gb,Ddr5,512Gb,Ssd,8Gb Nvidia Geforce Rtx 4060,16.0,2560,1600,Windows 11 Os,1
633,714,Lenovo,Thinkbook 15 Gen 5 21Jf0026Mj Laptop,53980,69.0,7Th Gen Amd Ryzen 7 7730U,"Octa Core, 16 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Amd,16.0,1920,1080,Windows 11 Os,1
634,716,Acer,Swift Go 14 Nx.Kg3Si.005 Laptop,54990,60.0,7Th Gen Amd Ryzen 5  7530U,"Hexa Core, 12 Threads",16Gb,Lpddr4X,512Gb,Ssd,Amd Radeon Graphics,14.0,1920,1080,Windows 11 Os,1
635,717,Asus,Vivobook 15 X515Ma-Br022Ws Laptop,28099,69.32352941,Intel Celeron N4020,"Dual Core, 2 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated Uhd 600,15.6,1366,768,Windows Os,1
636,718,Hp,Spectre 17-Cs0097Nr Foldable Laptop,415000,67.0,12Th Gen Intel Core I7 1250U,"10 Cores (2P + 8E), 12 Threads",16Gb,Lpddr5,1Tb,Ssd,Intel Iris Xe Graphics,17.0,1920,2560,Windows 11 Os,1
637,719,Fujitsu,Ch‎ 4Zr1L82433 Laptop,64990,66.0,13Th Gen Intel Core I5 1334U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr5,512Gb,Ssd,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 Os,2
638,720,Fujitsu,Ch‎ 4Zr1L82434 Laptop,84990,69.0,13Th Gen Intel Core I7 1355U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr5,1Tb,Ssd,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 Os,2
639,721,Tecno,Megabook T1 Laptop,52999,67.0,11Th Gen Intel Core I7 1165G7,"Quad Core, 8 Threads",16Gb,Lpddr4,1Tb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
640,722,Tecno,Megabook T1 Laptop,34999,63.0,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Lpddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
641,723,Asus,Vivobook 15X Oled M3504Ya-Lk752Ws Laptop,65990,67.0,7Th Gen Amd Ryzen 7  7730U,"Octa Core, 16 Threads",16Gb,Ddr4,1Tb,Ssd,Integrated Amd Radeon Graphics,15.6,1920,1080,Windows 11 Os,1
642,724,Hp,Victus 15-Fb1016Ax  Gaming Laptop,56990,67.0,7Th Gen Amd Ryzen 5 7535Hs,"Hexa Core, 12 Threads",8Gb,Ddr5,512Gb,Ssd,4Gb Nvidia Geforce Rtx 2050,15.6,1920,1080,Windows 11 Os,1
643,725,Lenovo,Thinkpad E15 20Tds0Ad00 Laptop,88999,64.0,11Th Gen Intel Core I5 1135G7,"Quad Core, 8 Threads",16Gb,Ddr4,1Tb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 Os,1
644,726,Lenovo,Ideapad 3 15Itl06 82H803Guin Laptop,35990,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
645,727,Lenovo,Yoga 7 82Yl0060In Laptop,111490,76.0,13Th Gen Intel Core I7 1360P,"12 Cores (4P + 8E), 16 Threads",16Gb,Lpddr5,512Gb,Ssd,Integrated Intel Iris Xe Graphics,14.0,2880,1800,Windows 11 Os,1
647,729,Hp,250 G9 7N179Pa Laptop,50990,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1366,768,Windows 11 Os,1
648,730,Lenovo,Thinkpad E15 21E6S07S00 Laptop,89500,64.0,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",16Gb,Ddr4,512Gb,Ssd,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 Os,1
649,731,Lenovo,Ideapad Slim 5 82Xe004Qin Laptop,66388,62.0,7Th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",16Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,14.0,1920,1200,Windows 11 Os,1
650,732,Asus,Vivobook Pro 15 M6500Qc-Hn551Ws Laptop,66990,63.0,5Th Gen Amd Ryzen 5 5600Hs,"Hexa Core, 12 Threads",16Gb,Ddr4,1Tb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
651,733,Asus,Vivobook Pro 15 M6500Qc-Hn751Ws Laptop,74990,64.0,5Th Gen Amd Ryzen 7 5800Hs,"Octa Core, 16 Threads",16Gb,Ddr4,1Tb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11 Os,1
652,734,Hp,255 G9 841W6Pa Laptop,26990,69.32352941,3Rd Gen Amd Ryzen 3  3250U,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Amd Radeon Graphics,15.6,1366,768,Dos 3.0 Os,1
653,735,Dell,15 Inspiron 3530 Laptop,65990,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,1Tb,Ssd,Intel Integrated Uhd,15.6,1920,1080,Windows 11 Os,1
654,736,Asus,Vivobook 16X 2023 K3605Zc-Mbn752Ws Laptop,87990,73.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,1Tb,Ssd,4Gb Nvidia Geforce Rtx 3050,16.0,1920,1200,Windows 11 Os,1
657,739,Dell,Inspiron 3520 In3520Ktmfjs1Orgr1 Laptop,36480,69.32352941,11Th Gen Intel Core I3 1115G4,"Dual Core, 4 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
658,740,Dell,Inspiron 3530 In3530Rw8Jy001Ors1 Laptop,63989,69.32352941,13Th Gen Intel Core I5 1335U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,1Tb,Ssd,Intel Integrated Integrated Intel® Uhd Graphics,15.6,1920,1080,Windows 11 Os,1
659,741,Asus,Tuf Gaming F15 90Nr0Gw1-M00F00 Laptop,90990,64.0,12Th Gen Intel Core I7 12700H,20 Threads,16Gb,Ddr5,1Tb,Ssd,4Gb Nvidia Geforce Rtx 3050,15.6,1920,1080,Windows 11  Os,1
660,742,Asus,Vivobook 16X 2023 K3605Zv-Mbn741Ws Laptop,104990,72.0,12Th Gen Intel Core I7 12650H,"10 Cores (6P + 4E), 16 Threads",16Gb,Ddr4,512Gb,Ssd,Nvidia Geforce Rtx,16.0,1920,1200,Windows 11 Os,1
661,743,Hp,240 G9 Alc 7M658Pa Laptop,64800,69.32352941,12Th Gen Intel Core I5 1235U,"10 Cores (2P + 8E), 12 Threads",8Gb,Ddr4,512Gb,Ssd,Intel Integrated,14.0,1366,768,Dos Os,1
